1st Order Profit,Subsequent Order Profit,Subsequent Orders Count,Total value of all promotions,Subsequent_Orders_Bins,Profit_Bins,Contact Allowed,Age,Gender,Engagement_Segment,Recency,Source of Customer_Direct,Source of Customer_Organic Search,Source of Customer_Paid Search,Source of Customer_Paid Social
1.716582282384541,0.0,0,0.145106286678036,1.0,1,0,47,1.0,0,166,0.0,1.0,0.0,0.0
12.75421191466109,19.52867073331469,1,2.563671466104512,1.0,1,1,61,1.0,1,165,0.0,0.0,0.0,0.0
16.13662173592723,0.0,0,4.272667120066806,1.0,1,0,62,1.0,0,183,1.0,0.0,0.0,0.0
3.686380263643171,82.92079422347481,6,3.883059236859287,3.0,0,1,60,1.0,2,164,0.0,0.0,0.0,0.0
11.80995517378293,0.0,0,0.0,1.0,1,1,67,1.0,0,204,1.0,0.0,0.0,0.0
7.969201591269758,13.69036413347346,6,10.07710861885681,3.0,1,0,39,1.0,2,174,1.0,0.0,0.0,0.0
1.722305482229004,0.0,0,0.0,1.0,1,1,51,1.0,0,191,1.0,0.0,0.0,0.0
7.623213881268034,61.41112033107288,5,16.31475323743615,1.0,0,0,38,1.0,1,162,0.0,0.0,1.0,0.0
6.94425352232838,20.60817939533073,3,1.968609103311356,1.0,2,0,37,1.0,1,183,0.0,1.0,0.0,0.0
1.99116162931556,51.76836193656607,4,15.13503000122081,1.0,0,1,56,1.0,1,191,1.0,0.0,0.0,0.0
5.721252192458974,23.27632924078691,5,8.193678919546178,1.0,2,1,41,1.0,1,168,0.0,0.0,0.0,0.0
10.87606790729436,11.8382437546928,1,6.347709485835222,1.0,1,1,36,1.0,1,172,1.0,0.0,0.0,0.0
10.99462224684059,12.43061760742774,7,9.072828185292906,3.0,1,1,32,1.0,2,179,0.0,0.0,0.0,0.0
16.22730714434296,36.99463329635616,4,0.0,1.0,2,0,63,0.0,1,161,0.0,0.0,0.0,0.0
5.352378238909298,0.0,0,0.5676020337848846,1.0,1,1,40,1.0,0,191,1.0,0.0,0.0,0.0
5.585165148093484,6.979507419352294,2,0.0,1.0,1,0,84,1.0,1,150,1.0,0.0,0.0,0.0
5.728334775410957,64.18835449016663,9,7.443647035602834,3.0,0,1,39,1.0,2,181,0.0,1.0,0.0,0.0
2.951609941778301,15.00432653871256,6,4.293832857978962,3.0,1,1,35,1.0,2,176,0.0,0.0,0.0,0.0
12.64615564125597,73.77598398358987,6,4.938278402660726,3.0,0,1,47,1.0,2,197,0.0,1.0,0.0,0.0
1.308550761566995,0.0,0,0.0,1.0,1,1,82,1.0,0,153,0.0,0.0,0.0,0.0
5.444719853828375,36.19258325554711,3,10.47680695053529,1.0,2,1,75,1.0,1,207,0.0,1.0,0.0,0.0
8.697719307304801,0.0,0,5.562639619929349,1.0,1,1,46,1.0,0,189,0.0,0.0,0.0,0.0
7.816062102316207,167.3522003714794,12,13.45877699969194,3.0,0,1,51,1.0,3,156,1.0,0.0,0.0,0.0
7.762161226118797,45.34476189183895,10,0.7839728494642081,3.0,2,1,38,1.0,2,194,0.0,0.0,1.0,0.0
1.515754665236497,0.0,0,-0.01443410148939855,1.0,1,1,36,0.0,0,157,0.0,0.0,0.0,0.0
9.20697538964027,0.0,0,2.008305799920892,1.0,1,1,61,1.0,0,165,1.0,0.0,0.0,0.0
12.24362126913546,118.5920449893829,10,0.0,3.0,0,1,39,1.0,2,170,0.0,1.0,0.0,0.0
7.442846786791963,46.586180353993,5,5.227200634857339,1.0,2,1,48,0.0,1,185,0.0,0.0,0.0,1.0
13.09412846557655,51.44357493507638,10,7.364493276350876,3.0,0,1,39,1.0,2,157,0.0,1.0,0.0,0.0
3.23103787146068,41.44271790572548,6,18.2500777164062,3.0,2,0,39,1.0,2,151,0.0,1.0,0.0,0.0
13.6905349020137,224.1886765939625,12,58.03783639737682,3.0,0,1,60,1.0,3,175,0.0,0.0,0.0,1.0
5.423448040412504,0.0,0,0.0,1.0,1,0,41,1.0,0,207,0.0,1.0,0.0,0.0
11.50334279680035,62.13513581249621,10,24.38769681907679,3.0,0,1,37,1.0,2,175,0.0,0.0,0.0,0.0
16.40661269453253,72.06004938471888,4,6.099012700489067,1.0,0,1,49,1.0,1,181,0.0,0.0,1.0,0.0
7.956932638180079,0.0,0,0.4404110996951601,1.0,1,0,42,1.0,0,190,0.0,0.0,0.0,0.0
4.902141253681206,0.0,0,0.596631208294533,1.0,1,1,35,1.0,0,161,0.0,0.0,0.0,0.0
1.565491195791284,0.0,0,0.2157624724873124,1.0,1,0,42,1.0,0,177,0.0,1.0,0.0,0.0
16.3427556099087,0.0,0,4.665585703017423,1.0,1,1,47,0.0,0,177,0.0,0.0,1.0,0.0
12.503493764193,0.0,0,0.0190234609273498,1.0,1,1,35,1.0,0,159,1.0,0.0,0.0,0.0
7.763648073341841,0.0,0,2.364216762881387,1.0,1,1,48,1.0,0,180,1.0,0.0,0.0,0.0
12.96417737027966,0.0,0,8.167451955579399,1.0,1,1,53,1.0,0,173,1.0,0.0,0.0,0.0
7.010782599949839,0.0,0,2.51354152670038,1.0,1,1,39,1.0,0,207,0.0,0.0,0.0,0.0
5.085803157871998,61.14998200445235,6,0.0,3.0,0,1,53,1.0,2,165,0.0,1.0,0.0,0.0
7.503609367081653,0.0,0,0.1687751375183689,1.0,1,0,72,0.0,0,171,0.0,0.0,0.0,0.0
7.216579387557657,53.28404873760957,5,18.04095957343639,1.0,0,0,45,1.0,1,170,0.0,1.0,0.0,0.0
2.10329734043797,52.93178515913607,7,20.17472199873635,3.0,0,0,46,1.0,2,208,0.0,0.0,0.0,0.0
20.99759387606857,34.72106875043427,3,3.089658344908251,1.0,2,1,48,1.0,1,185,1.0,0.0,0.0,0.0
8.557129826680352,0.0,0,0.0,1.0,1,0,35,1.0,0,200,1.0,0.0,0.0,0.0
16.99091082266949,0.0,0,3.983623868368997,1.0,1,0,37,1.0,0,158,1.0,0.0,0.0,0.0
4.330815949120529,33.36871296732574,7,7.413769931949928,3.0,2,0,45,1.0,2,158,0.0,0.0,0.0,0.0
15.00084102221017,15.80041548650746,1,0.0,1.0,1,1,43,1.0,1,190,0.0,1.0,0.0,0.0
4.328128621783577,12.24893225022094,4,1.659387993163949,1.0,1,1,78,1.0,1,187,1.0,0.0,0.0,0.0
6.646439007851758,12.40047181477893,6,2.127759783891345,3.0,1,1,31,1.0,2,161,0.0,0.0,0.0,1.0
3.595702398378243,13.85599209700866,1,0.6958428286681704,1.0,1,1,59,1.0,1,197,1.0,0.0,0.0,0.0
18.253317806052,0.0,0,4.593411886059124,1.0,1,1,42,1.0,0,198,0.0,1.0,0.0,0.0
3.944367634559503,0.0,0,0.0,1.0,1,0,42,1.0,0,186,0.0,1.0,0.0,0.0
14.21428736958408,6.841996978916237,1,4.315204309572573,1.0,1,0,40,1.0,1,157,1.0,0.0,0.0,0.0
2.939657144765834,45.6290094316986,11,2.5577475562588,3.0,2,0,45,1.0,3,151,1.0,0.0,0.0,0.0
13.12932975550994,13.94024103725004,3,6.155879568001923,1.0,1,0,34,1.0,1,159,0.0,1.0,0.0,0.0
2.610713644325212,68.01228515217826,7,0.0,3.0,0,0,42,1.0,2,200,1.0,0.0,0.0,0.0
6.268163207601869,0.0,0,0.0,1.0,1,0,39,1.0,0,181,0.0,1.0,0.0,0.0
9.91565686298616,33.72509976600136,4,21.12086090829969,1.0,2,0,39,1.0,1,179,0.0,1.0,0.0,0.0
11.93579348555229,0.0,0,1.794287764638351,1.0,1,0,42,1.0,0,183,0.0,0.0,1.0,0.0
8.927382870973224,16.55106859483748,2,0.0,1.0,1,0,44,1.0,1,159,1.0,0.0,0.0,0.0
16.22654549605082,105.7220316497687,8,0.0,3.0,0,0,61,1.0,2,189,0.0,1.0,0.0,0.0
24.64121946893983,102.9085773766778,9,0.0,3.0,0,1,63,1.0,2,164,0.0,1.0,0.0,0.0
8.752992444254883,99.3030371698766,7,0.0,3.0,0,1,49,1.0,2,173,0.0,0.0,0.0,1.0
20.12162841987234,27.1304592349966,7,6.59140822914692,3.0,2,0,43,1.0,2,158,1.0,0.0,0.0,0.0
5.46266132180708,12.98170125472492,1,2.838589761899396,1.0,1,1,62,1.0,1,179,0.0,1.0,0.0,0.0
2.546517247730583,59.79326055441865,6,6.458608399984567,3.0,0,1,46,1.0,2,175,1.0,0.0,0.0,0.0
5.522780328684061,0.0,0,0.4695440031263567,1.0,1,1,53,1.0,0,157,0.0,1.0,0.0,0.0
4.157513520350855,101.1986290600654,13,0.0,3.0,0,1,34,1.0,3,191,1.0,0.0,0.0,0.0
17.68382711691467,22.75021408379298,3,2.238802841835301,1.0,2,1,51,1.0,1,205,0.0,0.0,1.0,0.0
9.343900514806837,16.07617207840644,4,0.0,1.0,1,0,40,1.0,1,205,0.0,0.0,0.0,0.0
8.864280155749263,127.0682185720503,10,23.58837256732057,3.0,0,1,48,1.0,2,181,1.0,0.0,0.0,0.0
12.62229719384444,33.22352680593425,4,4.65424462193066,1.0,2,0,43,1.0,1,183,1.0,0.0,0.0,0.0
1.583493207947436,0.0,0,0.4440291993505073,1.0,1,1,36,1.0,0,166,1.0,0.0,0.0,0.0
5.111609867544268,10.83305035031218,1,0.7119082400495448,1.0,1,1,40,1.0,1,180,0.0,1.0,0.0,0.0
12.50790743750655,312.5282987899729,19,4.867716373146486,3.0,0,1,48,1.0,3,163,0.0,1.0,0.0,0.0
15.7933138881644,0.0,0,3.392338511847138,1.0,1,1,46,1.0,0,195,0.0,1.0,0.0,0.0
7.604245428427524,57.76605221374054,11,8.87485218178865,3.0,0,1,36,1.0,3,197,1.0,0.0,0.0,0.0
10.35496023924322,0.0,0,0.0,1.0,1,1,53,1.0,0,188,0.0,0.0,1.0,0.0
17.93841783942276,34.83222648366469,3,5.374341263195747,1.0,2,1,36,1.0,1,154,0.0,1.0,0.0,0.0
2.568931696289037,41.04769432743526,4,11.63685282974222,1.0,2,1,49,1.0,1,177,1.0,0.0,0.0,0.0
17.45672687131646,51.35428203075811,4,2.418081031351798,1.0,0,1,53,1.0,1,184,0.0,0.0,0.0,1.0
6.989251877758014,42.66286943038264,5,7.630274498726894,1.0,2,1,36,0.0,1,163,1.0,0.0,0.0,0.0
17.5964410803138,83.45047762177795,6,1.629993955676653,3.0,0,0,43,1.0,2,176,0.0,1.0,0.0,0.0
9.166195893925533,12.16983224034734,1,4.412805679397708,1.0,1,1,50,1.0,1,157,1.0,0.0,0.0,0.0
2.073924763928017,19.54452441562285,4,0.3352074556033937,1.0,1,1,44,1.0,1,185,0.0,1.0,0.0,0.0
2.145844492281345,0.0,0,0.001194631745921411,1.0,1,0,60,1.0,0,168,0.0,0.0,1.0,0.0
3.570383223548391,26.29392768035017,4,6.291408409120315,1.0,2,1,39,1.0,1,194,0.0,1.0,0.0,0.0
5.085863952525544,0.0,0,0.0,1.0,1,1,38,1.0,0,158,1.0,0.0,0.0,0.0
7.817877283607841,37.96689165772246,4,13.94784251839238,1.0,2,1,41,1.0,1,189,1.0,0.0,0.0,0.0
7.766977730802852,29.01509570926046,3,0.606909148743454,1.0,2,1,34,1.0,1,200,0.0,0.0,0.0,0.0
2.585511938877313,0.0,0,1.226192201451727,1.0,1,1,34,1.0,0,162,1.0,0.0,0.0,0.0
9.472639118842269,50.87450262080691,3,18.02673844775927,1.0,0,0,66,1.0,1,204,0.0,0.0,1.0,0.0
9.02947548059997,0.0,0,1.919008576037297,1.0,1,1,39,1.0,0,177,0.0,0.0,1.0,0.0
3.901595547967601,37.37434041347741,12,0.0,3.0,2,0,38,1.0,3,206,0.0,1.0,0.0,0.0
11.75203665403536,58.98242015406998,12,0.0,3.0,0,1,32,1.0,3,178,0.0,0.0,0.0,0.0
4.67957166376013,8.271162886392851,1,5.194333840805043,1.0,1,1,36,1.0,1,189,0.0,1.0,0.0,0.0
14.62616527055862,0.0,0,0.0,1.0,1,1,61,0.0,0,189,0.0,1.0,0.0,0.0
2.198365464290567,0.0,0,0.0,1.0,1,1,46,1.0,0,180,1.0,0.0,0.0,0.0
1.440827204194591,101.9888872313719,9,28.82110161872095,3.0,0,1,46,1.0,2,189,0.0,0.0,0.0,0.0
7.840195713864666,0.0,0,0.0,1.0,1,1,54,1.0,0,185,1.0,0.0,0.0,0.0
4.272683327917781,109.3314644746258,8,28.95242135589678,3.0,0,0,72,1.0,2,155,0.0,1.0,0.0,0.0
4.348108840492572,0.0,0,0.0,1.0,1,1,49,1.0,0,187,0.0,0.0,1.0,0.0
3.31405204002202,0.0,0,1.185788573727733,1.0,1,0,39,1.0,0,181,0.0,1.0,0.0,0.0
1.368282897280972,0.0,0,0.1390432965693679,1.0,1,0,53,1.0,0,166,0.0,0.0,0.0,0.0
1.402647021188767,0.0,0,0.9284942689161164,1.0,1,0,33,1.0,0,163,1.0,0.0,0.0,0.0
6.405465360461815,0.0,0,0.0,1.0,1,1,42,1.0,0,165,0.0,0.0,0.0,0.0
8.660772614681386,0.0,0,0.0,1.0,1,1,51,1.0,0,175,0.0,0.0,0.0,1.0
5.744411705261416,0.0,0,1.290259774391359,1.0,1,0,48,1.0,0,187,1.0,0.0,0.0,0.0
4.510850580941397,0.0,0,0.7906079610386185,1.0,1,1,36,1.0,0,167,0.0,0.0,0.0,0.0
15.58229296636392,0.0,0,4.815284846301165,1.0,1,0,53,1.0,0,152,1.0,0.0,0.0,0.0
8.740210133593463,1.79955115833557,1,1.230188802486869,1.0,1,0,51,1.0,1,174,0.0,0.0,1.0,0.0
1.529501323175654,6.430678823416467,5,3.557458236329714,1.0,1,0,55,1.0,1,194,0.0,0.0,0.0,0.0
15.50738835177481,0.0,0,3.271830880823468,1.0,1,0,55,1.0,0,207,1.0,0.0,0.0,0.0
9.432688869848638,119.18790142825,7,22.95892060821259,3.0,0,1,52,1.0,2,193,0.0,0.0,1.0,0.0
4.892500878742608,86.74045037306696,10,4.468677015052098,3.0,0,0,48,1.0,2,205,0.0,0.0,0.0,0.0
1.106016547300556,0.0,0,0.03373402612024819,1.0,1,1,34,1.0,0,157,0.0,0.0,0.0,0.0
8.098241486396676,0.0,0,2.595432817090498,1.0,1,1,39,1.0,0,203,0.0,1.0,0.0,0.0
8.077798149094578,48.25586373158603,6,2.835232022312642,3.0,2,1,54,1.0,2,177,0.0,0.0,0.0,1.0
10.93271098392371,0.0,0,2.55035544810377,1.0,1,0,41,1.0,0,198,0.0,0.0,0.0,0.0
4.642523615867593,6.489529463358478,4,0.0,1.0,1,1,48,0.0,1,193,1.0,0.0,0.0,0.0
2.459841455095042,86.66280655087748,16,9.861385541415197,3.0,0,1,40,1.0,3,177,0.0,0.0,0.0,0.0
11.78411268057096,13.61967750671857,4,8.01058287599393,1.0,1,0,56,1.0,1,168,1.0,0.0,0.0,0.0
7.210076146344972,0.0,0,3.236431872411362,1.0,1,0,40,0.0,0,154,0.0,1.0,0.0,0.0
14.28316023719354,88.79912356642606,9,2.308394744042257,3.0,0,0,49,1.0,2,189,0.0,1.0,0.0,0.0
6.083374370726905,24.45937954500181,2,7.874771367569567,1.0,2,0,37,0.0,1,151,0.0,0.0,1.0,0.0
5.455946636163882,81.3535446616063,10,5.530802143378134,3.0,0,1,36,1.0,2,179,1.0,0.0,0.0,0.0
17.99745073454433,0.0,0,0.0,1.0,1,1,47,1.0,0,179,1.0,0.0,0.0,0.0
8.775338125751379,14.917529679577,2,0.0,1.0,1,0,35,1.0,1,195,0.0,1.0,0.0,0.0
10.50222294334508,48.36164187353234,14,8.477656297238541,3.0,2,1,38,1.0,3,188,1.0,0.0,0.0,0.0
11.24624018151324,6.495708878595534,2,1.150648964583957,1.0,1,1,39,0.0,1,186,0.0,0.0,1.0,0.0
18.04940825584702,0.0,0,2.085127796787355,1.0,1,1,51,1.0,0,153,0.0,1.0,0.0,0.0
1.79170642266457,13.3671043410733,1,2.081132775251764,1.0,1,1,41,1.0,1,158,0.0,1.0,0.0,0.0
15.48978923841773,71.29695673328666,6,16.77746460030703,3.0,0,1,32,1.0,2,161,1.0,0.0,0.0,0.0
9.590482444777534,55.67202160515644,4,20.67805132755728,1.0,0,1,54,1.0,1,204,0.0,1.0,0.0,0.0
13.95403392803942,207.6976153512632,21,24.61408718720422,3.0,0,1,71,1.0,3,178,0.0,1.0,0.0,0.0
8.608680512788187,85.61500214810451,7,0.0,3.0,0,1,38,1.0,2,149,1.0,0.0,0.0,0.0
3.211649934771957,80.3095832864952,9,17.55734052243623,3.0,0,1,40,1.0,2,149,0.0,0.0,0.0,0.0
8.326278232182036,42.19351678649001,10,3.764369173873694,3.0,2,1,44,1.0,2,172,0.0,0.0,0.0,0.0
12.94966369266102,0.0,0,0.0,1.0,1,1,54,1.0,0,165,0.0,0.0,0.0,0.0
12.26192861170578,13.5268243085436,3,0.0,1.0,1,0,39,1.0,1,204,1.0,0.0,0.0,0.0
6.713378909804488,119.4014245659807,9,0.0,3.0,0,0,52,0.0,2,156,1.0,0.0,0.0,0.0
7.792666541268401,82.17739947846152,12,1.131788452852442,3.0,0,1,31,1.0,3,191,0.0,1.0,0.0,0.0
2.547087512383173,0.0,0,0.8984442513075549,1.0,1,0,60,1.0,0,177,0.0,1.0,0.0,0.0
7.789394726869095,54.40149435671515,7,0.0,3.0,0,1,41,1.0,2,206,0.0,0.0,0.0,0.0
